CustomerId,Geography,Gender,Age,Tenure,CreditScore,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,BalanceSegment,CustomerValueScore,ValueQuartile,ChurnStatus,ActivityStatus,RiskSegment,BalanceAtRisk
1002960,Spain,Male,41,3,500,110414.74,1,1,1,500.0,0,40-49,High,141869.581,Medium,Retained,Active,Low Value - Low Risk,0.0
1002961,Spain,Female,19,6,653,94470.08,1,1,1,149721.79,0,<30,High,176649.91,High,Retained,Active,High Value - Low Risk,0.0
1002962,Spain,Male,32,2,626,102009.79,1,1,1,73791.07,0,30-39,High,163664.5775,High,Retained,Active,High Value - Low Risk,0.0
1002963,France,Male,34,4,763,169752.63,1,1,0,128565.84,0,30-39,Very High,232352.3775,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002964,Germany,Male,32,5,744,171644.75,2,0,1,500.0,0,30-39,Very High,226069.08750000002,Very High,Retained,Active,High Value - Low Risk,0.0
1002965,France,Male,41,7,654,157813.95,1,1,1,56507.98,0,40-49,Very High,199280.66350000002,Very High,Retained,Active,High Value - Low Risk,0.0
1002966,Germany,Male,41,3,642,109875.32,2,1,0,167011.43,0,40-49,High,209021.244,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002967,France,Male,22,7,541,95150.9,2,1,0,167068.98,0,<30,High,189361.881,High,Retained,Inactive,High Value - Low Risk,0.0
1002968,France,Female,47,7,751,0.0,1,1,1,88514.31,1,40-49,Low,112802.862,Low,Churned,Active,Low Value - High Risk,0.0
1002969,Germany,Female,39,9,645,0.0,1,1,0,197489.86,1,30-39,Low,123997.97200000001,Medium,Churned,Inactive,Low Value - High Risk,0.0
1002970,France,Female,43,0,708,188138.15,2,0,1,99346.83,1,40-49,Very High,252959.1635,Very High,Churned,Active,High Value - High Risk,188138.15
1002971,France,Female,46,5,762,130437.27,3,0,0,118399.66,0,40-49,Very High,244664.1575,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002972,Germany,Female,31,7,596,107077.79,2,1,0,51812.83,0,30-39,High,179563.1295,High,Retained,Inactive,High Value - Low Risk,0.0
1002973,France,Male,52,4,571,0.0,2,1,0,73119.16,0,50-59,Low,111723.832,Low,Retained,Inactive,Low Value - Low Risk,0.0
1002974,Spain,Male,38,3,850,144268.61,1,1,0,123340.16,0,30-39,Very High,223442.6285,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002975,Germany,Female,54,6,706,84194.58,1,1,1,500.0,0,50-59,High,145426.477,Medium,Retained,Active,Low Value - Low Risk,0.0
1002976,Spain,Female,30,5,624,94999.44,1,1,1,105272.32,0,30-39,High,165204.1,High,Retained,Active,High Value - Low Risk,0.0
1002977,Germany,Male,53,4,768,0.0,1,1,1,124905.05,0,50-59,Low,121781.01000000001,Medium,Retained,Active,Low Value - Low Risk,0.0
1002978,Germany,Male,30,10,621,0.0,1,1,1,99835.61,0,30-39,Low,102067.122,Low,Retained,Active,Low Value - Low Risk,0.0
1002979,Germany,Female,64,4,681,0.0,1,0,0,182385.22,1,60+,Low,124577.044,Medium,Churned,Inactive,Low Value - High Risk,0.0
1002980,Spain,Male,29,2,596,78251.51,2,1,1,71924.19,0,<30,High,164848.3195,High,Retained,Active,High Value - Low Risk,0.0
1002981,Germany,Female,50,0,648,98533.69,2,0,1,85958.83,0,50-59,High,186038.6645,High,Retained,Active,High Value - Low Risk,0.0
1002982,France,Female,35,1,624,57061.17,1,1,1,76504.0,0,30-39,Medium,134790.5605,Medium,Retained,Active,Low Value - Low Risk,0.0
1002983,France,Male,46,5,579,57188.11,1,1,1,82253.3,0,40-49,Medium,131522.9315,Medium,Retained,Active,Low Value - Low Risk,0.0
1002984,Germany,Male,39,2,673,137106.16,1,0,1,90320.61,0,30-39,Very High,194483.126,Very High,Retained,Active,High Value - Low Risk,0.0
1002985,France,Female,28,1,589,0.0,1,1,1,67437.23,1,<30,Low,92387.446,Low,Churned,Active,Low Value - High Risk,0.0
1002986,France,Male,18,3,705,200700.58,1,0,0,164215.09,0,<30,Very High,253798.395,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002987,France,Male,64,2,621,106353.29,2,1,1,179815.03,0,60+,High,207192.6445,Very High,Retained,Active,High Value - Low Risk,0.0
1002988,Germany,Female,40,5,487,113086.77,2,1,0,165459.77,0,40-49,High,195298.35450000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1002989,France,Male,18,0,709,0.0,2,1,1,140589.33,0,<30,Low,139017.86599999998,Medium,Retained,Active,Low Value - Low Risk,0.0
1002990,Germany,Female,42,10,711,54418.99,2,1,1,43562.61,0,40-49,Medium,155184.8655,Medium,Retained,Active,Low Value - Low Risk,0.0
1002991,Spain,Male,46,10,850,135644.95,1,0,1,95097.63,0,40-49,Very High,212188.7435,Very High,Retained,Active,High Value - Low Risk,0.0
1002992,Spain,Female,32,9,652,96202.58,1,1,0,200000.0,0,30-39,High,187731.677,High,Retained,Inactive,High Value - Low Risk,0.0
1002993,France,Female,32,1,667,30349.37,1,0,1,87216.98,0,30-39,Medium,123870.4865,Medium,Retained,Active,Low Value - Low Risk,0.0
1002994,Germany,Female,39,7,695,162580.46,2,1,1,122134.77,0,30-39,Very High,239604.253,Very High,Retained,Active,High Value - Low Risk,0.0
1002995,Germany,Male,51,0,747,75126.65,2,1,1,13526.42,0,50-59,High,166237.6065,High,Retained,Active,High Value - Low Risk,0.0
1002996,France,Female,40,7,741,122190.86,2,1,1,130646.8,0,40-49,Very High,219653.419,Very High,Retained,Active,High Value - Low Risk,0.0
1002997,Germany,Male,54,8,680,124037.98,2,0,1,60748.91,0,50-59,Very High,200774.469,Very High,Retained,Active,High Value - Low Risk,0.0
1002998,France,Female,50,3,647,115930.1,1,0,0,84354.41,0,50-59,High,176925.447,High,Retained,Inactive,High Value - Low Risk,0.0
1002999,Spain,Male,37,5,730,0.0,2,1,1,500.0,0,30-39,Low,113100.0,Low,Retained,Active,Low Value - Low Risk,0.0
1003000,France,Male,23,10,643,0.0,1,1,1,96593.65,1,<30,Low,103618.73,Low,Churned,Active,Low Value - High Risk,0.0
1003001,Spain,Female,37,2,528,0.0,2,1,1,151234.42,0,30-39,Low,123046.884,Medium,Retained,Active,Low Value - Low Risk,0.0
1003002,Germany,Male,44,5,507,0.0,1,0,0,153594.07,0,40-49,Low,101418.814,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003003,France,Male,40,3,622,149123.79,2,1,0,77035.37,0,40-49,Very High,214537.5375,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003004,Germany,Male,45,1,661,0.0,2,0,1,143906.2,0,40-49,Low,134881.24,Medium,Retained,Active,Low Value - Low Risk,0.0
1003005,France,Female,48,7,850,42868.61,1,1,0,154988.01,1,40-49,Medium,163862.1985,High,Churned,Inactive,High Value - High Risk,42868.61
1003006,Spain,Male,44,10,639,104707.81,2,1,0,55474.35,0,40-49,High,183054.9465,High,Retained,Inactive,High Value - Low Risk,0.0
1003007,Germany,Male,36,6,654,0.0,1,1,1,155369.6,0,30-39,Low,116473.92,Low,Retained,Active,Low Value - Low Risk,0.0
1003008,France,Female,44,5,612,178420.63,2,0,0,80568.84,0,40-49,Very High,233287.17750000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003009,France,Male,61,5,709,0.0,1,1,1,23531.6,0,60+,Low,95606.32,Low,Retained,Active,Low Value - Low Risk,0.0
1003010,Spain,Female,24,1,677,147998.53,1,1,1,59595.46,0,<30,Very High,195818.13650000002,Very High,Retained,Active,High Value - Low Risk,0.0
1003011,France,Male,44,2,589,142276.97,2,1,0,112282.71,0,40-49,Very High,213836.5725,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003012,Spain,Male,57,8,554,0.0,1,1,0,13070.53,1,50-59,Low,78014.106,Low,Churned,Inactive,Low Value - High Risk,0.0
1003013,Spain,Male,27,6,612,48373.14,1,1,1,500.0,0,<30,Medium,112742.541,Low,Retained,Active,Low Value - Low Risk,0.0
1003014,Germany,Female,49,2,570,0.0,1,1,0,122176.33,1,40-49,Low,101435.266,Low,Churned,Inactive,Low Value - High Risk,0.0
1003015,France,Female,50,0,628,0.0,1,0,1,119861.76,0,50-59,Low,106772.352,Low,Retained,Active,Low Value - Low Risk,0.0
1003016,Germany,Female,24,2,663,0.0,1,0,1,83943.98,0,<30,Low,103088.796,Low,Retained,Active,Low Value - Low Risk,0.0
1003017,Spain,Male,46,5,602,0.0,2,0,0,104821.36,0,40-49,Low,121164.272,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003018,France,Female,36,2,788,0.0,1,1,1,137252.3,0,30-39,Low,126250.45999999999,Medium,Retained,Active,Low Value - Low Risk,0.0
1003019,France,Female,38,8,760,195204.45,1,1,1,1136.8,0,30-39,Very High,223110.2525,Very High,Retained,Active,High Value - Low Risk,0.0
1003020,France,Female,36,6,628,0.0,1,0,1,500.0,0,30-39,Low,82900.0,Low,Retained,Active,Low Value - Low Risk,0.0
1003021,France,Male,52,1,558,138143.6,1,1,0,146108.26,0,50-59,Very High,194814.99200000003,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003022,Germany,Female,38,3,647,0.0,1,1,1,120827.37,0,30-39,Low,108865.474,Low,Retained,Active,Low Value - Low Risk,0.0
1003023,France,Male,34,0,637,0.0,1,1,0,129668.04,0,30-39,Low,109633.60800000001,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003024,Germany,Female,35,0,644,161482.72,2,0,1,51335.12,1,30-39,Very High,219630.79200000002,Very High,Churned,Active,High Value - High Risk,161482.72
1003025,France,Female,36,8,612,33788.78,1,1,0,110180.19,1,30-39,Medium,125198.745,Medium,Churned,Inactive,Low Value - High Risk,33788.78
1003026,France,Female,28,4,550,102988.31,1,1,0,160157.96,1,<30,High,173973.9935,High,Churned,Inactive,High Value - High Risk,102988.31
1003027,France,Female,34,9,653,126264.31,2,1,0,110951.27,0,30-39,Very High,209562.05550000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003028,Spain,Male,40,2,617,179281.85,2,1,0,69249.1,0,40-49,Very High,232083.02250000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003029,Germany,Female,43,3,625,155752.52,3,0,1,111839.9,0,40-49,Very High,246107.118,Very High,Retained,Active,High Value - Low Risk,0.0
1003030,France,Female,51,5,659,0.0,2,0,0,176226.53,0,50-59,Low,141145.306,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003031,Spain,Female,41,3,643,148255.01,1,0,1,108270.13,0,40-49,Very High,202319.7825,Very High,Retained,Active,High Value - Low Risk,0.0
1003032,France,Female,34,5,657,151260.38,1,1,1,34061.77,0,30-39,Very High,190831.601,High,Retained,Active,High Value - Low Risk,0.0
1003033,France,Female,29,1,612,0.0,1,1,0,197870.98,1,<30,Low,120774.196,Low,Churned,Inactive,Low Value - High Risk,0.0
1003034,France,Female,42,0,684,53825.34,1,1,1,81525.57,0,40-49,Medium,139691.585,Medium,Retained,Active,Low Value - Low Risk,0.0
1003035,Spain,Female,38,9,582,192391.82,1,1,0,59083.22,0,30-39,Very High,215071.327,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003036,Germany,Male,38,2,547,81419.19,1,1,1,63253.15,1,30-39,High,140273.1035,Medium,Churned,Active,Low Value - High Risk,81419.19
1003037,Germany,Male,42,1,565,0.0,1,0,0,127717.37,1,40-49,Low,102043.474,Low,Churned,Inactive,Low Value - High Risk,0.0
1003038,France,Male,44,3,586,0.0,2,1,1,64078.1,0,40-49,Low,111415.62,Low,Retained,Active,Low Value - Low Risk,0.0
1003039,France,Female,42,4,528,160131.96,1,1,1,4664.95,0,40-49,Very High,177818.76400000002,High,Retained,Active,High Value - Low Risk,0.0
1003040,Germany,Male,37,5,489,46810.73,1,0,0,124783.96,0,30-39,Medium,124283.7665,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003041,France,Male,31,8,698,62344.83,1,1,0,111220.54,0,30-39,Medium,152568.2475,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003042,Spain,Male,33,9,771,161904.34,2,0,1,104470.09,0,30-39,Very High,243231.83899999998,Very High,Retained,Active,High Value - Low Risk,0.0
1003043,Spain,Female,47,3,703,5000.0,1,1,0,39800.98,0,40-49,Medium,101510.196,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003044,France,Male,35,2,604,175654.12,1,1,0,75278.02,0,30-39,Very High,209630.782,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003045,Germany,Male,26,1,487,61879.39,1,1,1,124507.83,1,<30,Medium,133823.16950000002,Medium,Churned,Active,Low Value - High Risk,61879.39
1003046,Spain,Male,51,1,668,97360.83,2,1,1,104849.8,1,50-59,High,191054.4995,High,Churned,Active,High Value - High Risk,97360.83
1003047,France,Male,30,0,497,64655.97,1,0,1,117211.87,0,30-39,High,135168.75449999998,Medium,Retained,Active,Low Value - Low Risk,0.0
1003048,Germany,Male,39,0,642,35844.02,1,0,1,186774.47,0,30-39,Medium,144853.50699999998,Medium,Retained,Active,Low Value - Low Risk,0.0
1003049,Spain,Male,44,4,574,65538.33,2,1,1,114073.33,0,40-49,High,162814.5805,High,Retained,Active,High Value - Low Risk,0.0
1003050,France,Female,39,6,433,61980.98,2,1,1,127469.31,0,30-39,Medium,149081.499,Medium,Retained,Active,Low Value - Low Risk,0.0
1003051,Spain,Female,18,9,791,40989.33,2,1,1,45509.75,0,<30,Medium,154845.0145,Medium,Retained,Active,Low Value - Low Risk,0.0
1003052,France,Male,43,3,531,0.0,1,0,1,33618.83,0,40-49,Low,79823.766,Low,Retained,Active,Low Value - Low Risk,0.0
1003053,Germany,Female,52,3,616,54584.29,2,1,0,137976.33,1,50-59,Medium,164675.0545,High,Churned,Inactive,High Value - High Risk,54584.29
1003054,Spain,Female,47,7,638,0.0,1,1,1,71946.66,0,40-49,Low,98189.332,Low,Retained,Active,Low Value - Low Risk,0.0
1003055,Germany,Female,18,7,605,0.0,2,0,1,500.0,0,<30,Low,100600.0,Low,Retained,Active,Low Value - Low Risk,0.0
1003056,France,Female,60,7,694,127653.8,1,1,0,127277.87,1,60+,Very High,197830.544,Very High,Churned,Inactive,High Value - High Risk,127653.8
1003057,Germany,Female,26,1,580,14828.84,1,1,0,158782.24,1,<30,Medium,119395.194,Low,Churned,Inactive,Low Value - High Risk,14828.84
1003058,France,Male,28,0,686,95734.55,1,1,1,38387.75,0,<30,High,158505.0075,High,Retained,Active,High Value - Low Risk,0.0
1003059,France,Female,47,5,680,207417.42,2,0,0,500.0,1,40-49,Very High,242921.323,Very High,Churned,Inactive,High Value - High Risk,207417.42
1003060,France,Male,44,4,519,114459.52,2,1,0,181669.03,0,40-49,High,202632.494,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003061,Germany,Female,40,2,672,0.0,1,0,1,174341.51,0,40-49,Low,122068.302,Medium,Retained,Active,Low Value - Low Risk,0.0
1003062,France,Male,33,10,550,0.0,2,1,0,158220.44,0,30-39,Low,126644.088,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003063,France,Male,52,1,539,104303.93,3,1,0,51988.22,1,50-59,High,192095.1985,High,Churned,Inactive,High Value - High Risk,104303.93
1003064,Spain,Male,39,3,678,93778.81,1,1,0,82811.52,1,30-39,High,165318.5305,High,Churned,Inactive,High Value - High Risk,93778.81
1003065,France,Female,23,8,611,0.0,1,1,1,122845.95,0,<30,Low,105669.19,Low,Retained,Active,Low Value - Low Risk,0.0
1003066,France,Female,51,5,685,191171.55,2,1,0,151044.6,0,50-59,Very High,262970.4275,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003067,France,Male,41,2,686,0.0,2,1,0,92289.3,0,40-49,Low,127057.86,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003068,France,Male,50,5,514,64028.96,1,1,1,200000.0,1,50-59,High,153018.824,Medium,Churned,Active,Low Value - High Risk,64028.96
1003069,Germany,Female,45,4,720,101072.34,1,1,1,134565.26,0,40-49,High,184610.073,High,Retained,Active,High Value - Low Risk,0.0
1003070,France,Male,63,2,677,154927.53,1,1,1,107407.51,1,60+,Very High,209884.3965,Very High,Churned,Active,High Value - High Risk,154927.53
1003071,France,Male,36,7,594,87402.49,2,1,0,91199.74,0,30-39,High,174451.56650000002,High,Retained,Inactive,High Value - Low Risk,0.0
1003072,Spain,Female,39,8,637,0.0,1,1,0,113333.73,0,30-39,Low,106366.746,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003073,Spain,Male,46,0,723,0.0,1,0,1,122260.48,0,40-49,Low,116752.096,Low,Retained,Active,Low Value - Low Risk,0.0
1003074,Germany,Female,36,0,620,0.0,2,1,1,35508.32,0,30-39,Low,109101.664,Low,Retained,Active,Low Value - Low Risk,0.0
1003075,Spain,Female,47,9,850,152971.11,2,0,0,31093.75,0,40-49,Very High,230649.97149999999,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003076,Spain,Male,18,2,792,0.0,2,1,1,57342.67,0,<30,Low,130668.534,Medium,Retained,Active,Low Value - Low Risk,0.0
1003077,France,Male,38,0,661,5000.0,1,1,0,81611.58,1,30-39,Medium,105672.31599999999,Low,Churned,Inactive,Low Value - High Risk,5000.0
1003078,Germany,Male,38,6,628,112819.72,3,0,1,109581.28,0,30-39,High,218049.074,Very High,Retained,Active,High Value - Low Risk,0.0
1003079,Germany,Male,38,3,632,68332.34,2,1,1,74404.22,0,30-39,High,162496.865,High,Retained,Active,High Value - Low Risk,0.0
1003080,France,Male,30,10,593,0.0,1,0,1,98583.76,0,30-39,Low,99016.75200000001,Low,Retained,Active,Low Value - Low Risk,0.0
1003081,France,Female,48,10,662,53208.36,1,0,0,18153.01,1,40-49,Medium,124416.036,Medium,Churned,Inactive,Low Value - High Risk,53208.36
1003082,France,Female,34,0,715,78726.31,2,1,1,169574.36,0,30-39,High,196586.9735,Very High,Retained,Active,High Value - Low Risk,0.0
1003083,Germany,Female,41,2,522,0.0,1,1,1,20546.84,0,40-49,Low,76309.368,Low,Retained,Active,Low Value - Low Risk,0.0
1003084,Spain,Male,39,6,711,98983.73,1,1,1,117658.2,1,30-39,High,178971.0645,High,Churned,Active,High Value - High Risk,98983.73
1003085,Spain,Male,44,3,739,70016.43,2,1,0,41293.95,0,40-49,High,167669.4695,High,Retained,Inactive,High Value - Low Risk,0.0
1003086,France,Male,53,0,704,67709.77,2,1,0,122968.45,1,50-59,High,179005.0405,High,Churned,Inactive,High Value - High Risk,67709.77
1003087,France,Female,41,5,638,132560.93,1,0,1,189634.53,0,40-49,Very High,207891.5105,Very High,Retained,Active,High Value - Low Risk,0.0
1003088,France,Female,47,6,700,104867.34,1,0,0,147002.36,0,40-49,High,187564.243,High,Retained,Inactive,High Value - Low Risk,0.0
1003089,Germany,Male,40,10,773,105232.53,1,1,0,48972.98,0,40-49,High,175495.7405,High,Retained,Inactive,High Value - Low Risk,0.0
1003090,Spain,Male,34,4,644,102431.82,2,1,0,113466.17,0,30-39,High,193673.91700000002,High,Retained,Inactive,High Value - Low Risk,0.0
1003091,Spain,Female,38,8,652,58457.67,1,0,0,79237.18,0,30-39,Medium,139044.9215,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003092,Spain,Male,36,4,850,179713.96,2,1,0,24270.63,0,30-39,Very High,246668.2,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003093,Spain,Male,45,7,679,210680.41,2,1,1,157068.15,0,40-49,Very High,276255.89650000003,Very High,Retained,Active,High Value - Low Risk,0.0
1003094,Spain,Male,40,10,554,169402.39,1,1,0,200000.0,0,40-49,Very High,225511.5535,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003095,France,Female,31,8,733,0.0,2,0,1,174404.54,0,30-39,Low,148180.908,Medium,Retained,Active,Low Value - Low Risk,0.0
1003096,France,Male,37,7,688,70595.28,1,1,0,30022.28,0,30-39,High,140691.388,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003097,France,Female,24,9,588,0.0,1,1,1,200000.0,1,<30,Low,118800.0,Low,Churned,Active,Low Value - High Risk,0.0
1003098,France,Female,37,2,545,0.0,1,1,0,64422.18,1,30-39,Low,87384.436,Low,Churned,Inactive,Low Value - High Risk,0.0
1003099,France,Male,39,8,673,0.0,2,1,1,76391.12,0,30-39,Low,122578.224,Medium,Retained,Active,Low Value - Low Risk,0.0
1003100,France,Female,57,10,644,33690.9,1,1,1,57209.47,0,50-59,Medium,117740.979,Low,Retained,Active,Low Value - Low Risk,0.0
1003101,Spain,Female,52,10,532,86159.73,2,1,0,109175.06,1,50-59,High,171038.8365,High,Churned,Inactive,High Value - High Risk,86159.73
1003102,France,Female,29,2,642,62279.11,2,1,0,500.0,0,<30,Medium,144781.4215,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003103,Spain,Female,41,4,636,5000.0,1,1,0,43998.2,0,40-49,Medium,95649.64,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003104,Spain,Male,41,7,644,164875.18,2,1,0,167318.32,0,40-49,Very High,245032.53100000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003105,Germany,Female,37,0,697,126668.07,2,1,0,200000.0,1,30-39,Very High,232034.24550000002,Very High,Churned,Inactive,High Value - High Risk,126668.07
1003106,Germany,Male,37,7,483,35547.52,3,1,1,500.0,0,30-39,Medium,131505.888,Medium,Retained,Active,Low Value - Low Risk,0.0
1003107,France,Male,35,3,544,150132.21,2,1,0,160683.56,0,30-39,Very High,224122.6485,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003108,Germany,Female,58,9,604,111598.33,2,1,0,30561.24,0,50-59,High,179051.1625,High,Retained,Inactive,High Value - Low Risk,0.0
1003109,France,Male,35,6,776,0.0,1,1,1,73482.34,0,30-39,Low,112296.468,Low,Retained,Active,Low Value - Low Risk,0.0
1003110,Spain,Female,42,4,850,143181.83,1,1,0,27243.89,1,40-49,Very High,203516.9675,Very High,Churned,Inactive,High Value - High Risk,143181.83
1003111,France,Female,18,0,650,0.0,1,0,1,157600.21,0,<30,Low,116520.042,Low,Retained,Active,Low Value - Low Risk,0.0
1003112,France,Female,47,7,654,139782.54,2,1,1,132964.75,0,40-49,Very High,222851.60100000002,Very High,Retained,Active,High Value - Low Risk,0.0
1003113,Germany,Female,51,5,418,141983.51,2,0,1,106952.79,0,50-59,Very High,195479.8395,Very High,Retained,Active,High Value - Low Risk,0.0
1003114,Germany,Female,28,6,736,0.0,2,1,1,144648.74,0,<30,Low,142529.748,Medium,Retained,Active,Low Value - Low Risk,0.0
1003115,France,Female,34,0,693,0.0,1,1,0,135998.88,1,30-39,Low,116499.776,Low,Churned,Inactive,Low Value - High Risk,0.0
1003116,Germany,Male,44,4,677,213071.4,1,0,1,34883.07,0,40-49,Very High,233173.024,Very High,Retained,Active,High Value - Low Risk,0.0
1003117,France,Male,39,8,532,154535.2,1,0,1,119070.99,0,30-39,Very High,197462.078,Very High,Retained,Active,High Value - Low Risk,0.0
1003118,Germany,Male,44,10,838,64204.93,2,1,0,63574.77,0,40-49,High,178248.1585,High,Retained,Inactive,High Value - Low Risk,0.0
1003119,France,Male,36,3,794,114219.6,1,0,1,56385.85,0,30-39,High,184919.91,High,Retained,Active,High Value - Low Risk,0.0
1003120,France,Male,58,2,678,0.0,1,1,0,129310.48,1,50-59,Low,113662.096,Low,Churned,Inactive,Low Value - High Risk,0.0
1003121,France,Female,32,7,744,0.0,1,1,0,176608.17,0,30-39,Low,129721.634,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003122,France,Male,66,2,655,60473.4,2,1,0,95721.16,0,60+,Medium,163951.94199999998,High,Retained,Inactive,High Value - Low Risk,0.0
1003123,France,Female,51,9,728,221019.77,1,1,0,195129.29,1,50-59,Very High,275488.7085,Very High,Churned,Inactive,High Value - High Risk,221019.77
1003124,France,Male,47,6,526,89794.06,2,1,0,81276.02,0,40-49,High,167221.343,High,Retained,Inactive,High Value - Low Risk,0.0
1003125,France,Male,29,10,434,102715.57,1,0,1,2789.97,0,<30,High,130723.11450000001,Medium,Retained,Active,Low Value - Low Risk,0.0
1003126,France,Female,48,2,529,0.0,1,1,0,22574.25,1,40-49,Low,77414.85,Low,Churned,Inactive,Low Value - High Risk,0.0
1003127,Germany,Male,45,0,573,0.0,1,1,0,9353.77,0,40-49,Low,79170.754,Low,Retained,Inactive,Low Value - Low Risk,0.0
1003128,France,Male,18,9,589,77422.01,1,1,1,123650.29,0,<30,High,153954.3645,Medium,Retained,Active,Low Value - Low Risk,0.0
1003129,Germany,Male,25,3,693,117047.08,1,1,0,200000.0,0,<30,High,205380.602,Very High,Retained,Inactive,High Value - Low Risk,0.0
1003130,Spain,Female,43,3,626,105917.64,2,1,1,167380.52,0,40-49,High,204922.57,Very High,Retained,Active,High Value - Low Risk,0.0
1003131,France,Male,38,2,647,82796.88,2,1,1,152591.29,0,30-39,High,189036.23,High,Retained,Active,High Value - Low Risk,0.0
1003132,Spain,Male,34,4,537,0.0,2,1,1,194435.57,0,30-39,Low,132587.114,Medium,Retained,Active,Low Value - Low Risk,0.0
1003133,France,Female,50,9,529,76772.52,1,0,1,139453.46,1,50-59,High,150692.83000000002,Medium,Churned,Active,Low Value - High Risk,76772.52
1003134,France,Male,30,7,654,0.0,1,1,1,165996.36,0,30-39,Low,118599.272,Low,Retained,Active,Low Value - Low Risk,0.0
1003135,Germany,Female,34,0,599,0.0,1,0,1,106240.26,0,30-39,Low,101148.052,Low,Retained,Active,Low Value - Low Risk,0.0
1003136,Spain,Male,33,9,650,75199.9,2,1,0,49468.29,0,30-39,High,163773.593,High,Retained,Inactive,High Value - Low Risk,0.0
1003137,Spain,Female,44,4,702,89224.13,2,1,0,28802.82,0,40-49,High,173956.2485,High,Retained,Inactive,High Value - Low Risk,0.0
1003138,France,Female,22,7,806,44948.85,1,1,1,77621.88,0,<30,Medium,145341.1285,Medium,Retained,Active,Low Value - Low Risk,0.0
1003139,Spain,Female,34,4,648,87406.2,2,0,1,500.0,0,30-39,High,161714.03,High,Retained,Active,High Value - Low Risk,0.0
1003140,France,Male,22,1,822,124478.17,2,1,0,80035.91,1,<30,Very High,219117.9925,Very High,Churned,Inactive,High Value - High Risk,124478.17
1003141,France,Male,36,4,689,77512.6,1,1,1,81444.97,0,30-39,High,155572.184,High,Retained,Active,High Value - Low Risk,0.0
1003142,France,Female,46,3,716,46021.95,1,1,1,150956.96,0,40-49,Medium,151705.6595,Medium,Retained,Active,Low Value - Low Risk,0.0
1003143,Spain,Female,46,0,750,123797.57,1,0,1,91521.58,0,40-49,Very High,193772.7365,Very High,Retained,Active,High Value - Low Risk,0.0
1003144,France,Male,32,8,718,0.0,2,0,1,173311.52,0,30-39,Low,146462.304,Medium,Retained,Active,Low Value - Low Risk,0.0
1003145,Spain,Female,44,9,574,136927.03,1,0,1,73930.81,0,40-49,Very High,181188.7315,High,Retained,Active,High Value - Low Risk,0.0
1003146,Germany,Female,37,9,753,40566.37,1,1,0,42249.72,0,30-39,Medium,130118.0845,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1003147,Germany,Male,53,2,614,0.0,3,1,1,200000.0,0,50-59,Low,161400.0,High,Retained,Active,High Value - Low Risk,0.0
1003148,Germany,Female,38,6,679,0.0,2,1,1,167244.3,0,30-39,Low,141348.86,Medium,Retained,Active,Low Value - Low Risk,0.0
1003149,Spain,Male,18,5,663,52599.62,2,1,1,108296.27,0,<30,Medium,162149.007,High,Retained,Active,High Value - Low Risk,0.0
1003150,France,Female,48,6,759,158276.1,2,1,1,66225.76,1,40-49,Very High,232024.61700000003,Very High,Churned,Active,High Value - High Risk,158276.1
1003151,France,Male,34,8,687,174434.24,1,1,1,200000.0,0,30-39,Very High,242082.256,Very High,Retained,Active,High Value - Low Risk,0.0
